date,open,high,low,close,volume,Daily percent change
3/5/2001,24.5557,25.0838,23.7636,24.0277,4319700,-0.021974638
3/6/2001,25.4139,26.008,24.5557,25.0838,8418900,-0.013159888
3/7/2001,25.6779,25.8759,24.8198,25.2819,7579200,-0.01566338
3/8/2001,25.6449,26.074,24.9518,25.0838,7917900,-0.022369019
3/9/2001,25.0838,25.1894,24.7538,24.8198,3578200,-0.010636669
3/12/2001,24.5888,24.734,24.0937,24.1003,3816600,-0.020269457
3/13/2001,24.1003,24.3577,22.7141,23.5326,5818400,-0.024123981
3/14/2001,22.9385,24.0277,22.4764,23.4336,4887700,0.021127782
3/15/2001,23.6316,23.9617,22.8065,23.4798,3601900,-0.006465132
3/16/2001,23.2355,23.5986,23.0045,23.0573,4975100,-0.007728572
3/19/2001,23.3676,23.6976,22.8725,23.4996,2937500,0.005617117
3/20/2001,24.4237,25.0508,23.5986,23.5986,4562000,-0.034963939
3/21/2001,23.5986,24.5888,23.2025,24.3379,4633000,0.030376491
3/22/2001,23.7966,23.8032,21.5523,22.7735,6775000,-0.044925023
3/23/2001,22.6745,23.1497,22.0144,23.0375,4126500,0.015756918
3/26/2001,23.6646,23.9287,22.9385,23.625,3585300,-0.00167619
3/27/2001,23.8296,24.4171,23.4336,24.3445,3645700,0.021150568
3/28/2001,23.6976,24.0937,23.3676,23.8626,4859200,0.006914586
3/29/2001,23.6316,23.823,22.8725,23.4072,4730800,-0.009586794
3/30/2001,23.6976,24.2521,23.3412,23.8164,3963700,0.004988159
4/2/2001,24.4237,24.7142,23.7966,23.9617,4249100,-0.019280769
4/3/2001,24.0937,24.0937,22.7471,23.1563,4556700,-0.040481424
4/4/2001,23.1035,23.2355,22.4764,22.6481,4845000,-0.020107647
4/5/2001,23.1695,23.8296,22.9187,23.6646,4139200,0.020921545
4/6/2001,24.0937,24.0937,23.0375,23.4996,3523600,-0.025281281
4/9/2001,23.9617,23.9617,23.0441,23.1365,2409500,-0.035666587
4/10/2001,23.5326,24.0277,23.3412,23.6646,3792600,0.005577952
4/11/2001,23.9287,24.0277,22.8131,23.5656,4068300,-0.015408052
4/12/2001,23.0375,23.757,22.1134,23.6646,6505100,0.026499497
4/16/2001,23.6646,24.2917,23.2752,23.5986,2025900,-0.002796776
4/17/2001,23.5656,23.7504,23.1035,23.3346,2852200,-0.009899463
4/18/2001,23.7636,25.7439,23.5062,25.2489,6222000,0.058826325
4/19/2001,25.0838,25.2158,24.6218,24.7406,3047800,-0.013871935
4/20/2001,24.5888,24.8396,24.4237,24.7538,2647100,0.006665643
4/23/2001,24.8858,24.9782,24.1927,24.2521,2980600,-0.026129696
4/24/2001,23.7636,23.8626,23.1695,23.7504,4172300,-0.00055578
4/25/2001,24.0607,24.1135,23.6976,23.9419,2509500,-0.004962012
4/26/2001,24.2587,24.8528,24.0277,24.7868,3013300,0.021305695
4/27/2001,24.9848,25.975,24.8528,25.8495,3963500,0.033451324
4/30/2001,26.041,26.404,25.3479,25.3809,5184000,-0.026007746
5/1/2001,25.3875,25.8429,25.2555,25.8033,4273200,0.016114218
5/2/2001,25.7439,26.0674,25.4469,25.6713,2949000,-0.002828061
5/3/2001,25.6713,25.8099,25.2819,25.7505,3565300,0.003075668
5/4/2001,25.1498,26.0674,25.0508,25.909,3563700,0.029302559
5/7/2001,25.8429,25.8429,25.5591,25.7043,2301000,-0.005392094
5/8/2001,25.7043,25.942,25.3149,25.4205,3831200,-0.011164218
5/9/2001,25.4469,25.6779,25.1828,25.2819,3889200,-0.006526408
5/10/2001,26.008,26.6549,25.975,26.074,4699700,0.002531257
5/11/2001,26.173,26.6681,26.074,26.3578,4729800,0.007011207
5/14/2001,26.206,26.5559,26.074,26.206,3250800,0
5/15/2001,26.6549,26.6879,24.9188,25.2819,6521000,-0.054307627
5/16/2001,24.6574,25.4507,24.3798,25.1201,7142700,0.018419513
5/17/2001,25.2193,25.649,25.0011,25.3647,2870400,0.005732376
5/18/2001,25.3846,25.4176,24.9218,24.9879,2779000,-0.015875684
5/21/2001,25.054,25.3515,24.3599,24.9549,6094800,-0.003971164
5/22/2001,25.3185,25.9531,24.4657,25.7085,4657100,0.01517008
5/23/2001,25.9134,25.9134,24.5252,24.9152,3325200,-0.040063897
5/24/2001,25.0474,25.2523,24.6111,24.8094,2273600,-0.009593138
5/25/2001,24.6574,24.8888,24.6574,24.6971,1837500,0.001607476
5/29/2001,24.4921,24.7103,24.307,24.5913,3017700,0.004033947
5/30/2001,24.4591,25.1862,24.3401,24.9747,3708200,0.020644893
5/31/2001,25.2656,25.3185,24.9218,24.9879,3731200,-0.011113379
6/1/2001,25.1201,25.3713,24.6706,24.9879,2356600,-0.005290561
6/4/2001,24.9945,24.9945,24.3864,24.4723,2994700,-0.021338411
6/5/2001,24.4723,24.9879,24.4723,24.8623,2295800,0.015686401
6/6/2001,24.8623,24.9879,24.5252,24.6838,1793800,-0.007231464
6/7/2001,24.0624,25.1862,24.0294,25.0937,3435400,0.041097965
6/8/2001,25.1201,25.4507,24.8557,25.292,2334200,0.006796616
6/11/2001,25.1267,25.259,24.1947,24.6243,1868500,-0.02040261
6/12/2001,24.2277,24.631,23.9831,24.5384,2730500,0.012661787
6/13/2001,24.4591,24.6243,24.2608,24.3599,1357200,-0.004072266
6/14/2001,24.3599,24.4921,24.1352,24.2608,2085000,-0.004084779
6/15/2001,23.798,23.8972,23.137,23.5468,5156300,-0.010668116
6/18/2001,23.765,24.3203,23.5667,24.0162,2703300,0.010459606
6/19/2001,24.1285,24.426,23.8311,23.9765,2881900,-0.006339541
6/20/2001,23.8046,24.1484,23.6724,23.7914,3834000,-0.000554822
6/21/2001,23.8311,24.9218,23.8311,24.0029,5490100,0.007157468
6/22/2001,24.2938,24.3864,23.7319,24.0228,1902400,-0.01128095
6/25/2001,24.1285,24.4525,23.9963,24.3335,3329800,0.0084246
6/26/2001,23.5997,24.3335,23.5534,24.2806,3196600,0.028042964
6/27/2001,24.2872,24.2872,23.0312,23.3088,3910600,-0.041975563
6/28/2001,23.3088,24.1947,23.3022,23.4807,4042600,0.007320906
6/29/2001,23.3154,23.9963,22.6742,22.8725,5181000,-0.019363865
7/2/2001,23.0709,23.5667,22.6941,23.527,3126300,0.019386237
7/3/2001,23.527,23.7914,23.3353,23.7914,1734600,0.011113259
7/5/2001,23.6724,23.6724,23.1766,23.3882,2905300,-0.012151427
7/6/2001,23.2031,23.3353,22.0925,22.152,3849700,-0.04744944
7/9/2001,22.3437,22.3437,21.8479,21.9471,3762500,-0.018070725
7/10/2001,21.9471,22.1784,21.4777,21.643,6627000,-0.014050732
7/11/2001,21.643,22.2974,21.643,22.0661,4259200,0.019174208
7/12/2001,22.1784,23.798,22.1718,23.765,5579800,0.066762045
7/13/2001,23.4344,23.9633,22.9386,23.9236,4068100,0.020448427
7/16/2001,23.9104,24.0955,23.5931,23.6989,3393600,-0.008924465
7/17/2001,23.3683,23.9302,23.17,23.5468,2327200,0.007580648
7/18/2001,23.3022,23.6261,23.137,23.4609,4205800,0.006764446
7/19/2001,23.8641,24.2608,23.6129,23.9302,2932600,0.0027622
7/20/2001,23.9302,24.8491,23.8641,24.6243,4691800,0.028187603
7/23/2001,24.7235,25.054,24.4591,24.4591,4694000,-0.010809883
7/24/2001,24.4591,24.4657,24.0096,24.2938,4008300,-0.006804205
7/25/2001,24.2938,24.7235,23.9963,24.393,3797500,0.00406674
7/26/2001,24.5252,24.7235,23.8179,24.3599,4139100,-0.006785742
7/27/2001,24.3665,24.7566,23.8707,24.3269,2081800,-0.001627828
7/30/2001,24.3269,24.902,24.1748,24.6574,1470200,0.013403684
7/31/2001,24.6574,25.5829,24.6574,25.5829,5119300,0.036176509
8/1/2001,25.4507,25.4573,24.6971,24.9218,2557000,-0.021222384
8/2/2001,24.8557,25.2523,24.6243,25.14,2067800,0.011308671
8/3/2001,25.054,25.4507,24.7433,25.2854,2039700,0.009151526
8/6/2001,25.2854,25.3185,24.9681,25.0276,2772400,-0.010300628
8/7/2001,25.0276,25.8473,24.7962,25.801,3161200,0.029975582
8/8/2001,25.7812,26.4356,25.1201,25.1201,4147400,-0.02631757
8/9/2001,25.4507,25.9266,24.8623,25.2523,4470400,-0.00785671
8/10/2001,25.5829,25.5829,24.4657,25.021,2679900,-0.022457136
8/13/2001,24.9879,25.021,24.4723,24.8623,1975300,-0.005051825
8/14/2001,24.393,25.2523,24.3864,24.7764,3179200,0.015474403
8/15/2001,25.054,25.2523,24.6904,24.7235,1588600,-0.013367848
8/16/2001,24.7205,24.7536,24.0651,24.5351,2785000,-0.007556521
8/17/2001,24.1644,24.7337,23.9326,24.2438,2268400,0.003275064
8/20/2001,23.9988,24.5616,23.9326,24.5616,2493100,0.022913817
8/21/2001,24.5616,24.5616,22.8337,23.4096,9043300,-0.04921058
8/22/2001,23.5023,24.0253,23.1845,23.8995,3242600,0.016619595
8/23/2001,23.6215,23.9393,23.3832,23.7605,2876700,0.005850045
8/24/2001,23.6943,24.1114,23.5156,23.6413,3928800,-0.002241839
8/27/2001,23.8333,23.8995,23.264,23.3699,2764200,-0.019828925
8/28/2001,23.2044,23.3236,23.0455,23.0521,4249800,-0.006606773
8/29/2001,23.3501,23.3699,23.1713,23.2044,2584100,-0.006278982
8/30/2001,23.1713,23.3501,22.8403,23.0389,3413700,-0.005746802
8/31/2001,22.9727,23.6678,22.8006,22.9396,2048300,-0.00144292
9/4/2001,23.072,23.5818,22.9065,23.072,3168000,0
9/5/2001,22.9396,23.4957,22.5821,23.1581,2880900,0.009435144
9/6/2001,22.7741,23.0455,21.781,21.9465,3926600,-0.037709885
9/7/2001,21.9465,21.9532,20.7549,21.0395,4140000,-0.043109389
9/10/2001,20.6556,21.6817,20.5232,21.3176,3313100,0.031054152
9/17/2001,19.7817,20.3907,19.1991,19.636,4103400,-0.007420045
9/18/2001,19.5632,20.0531,19.2322,19.2851,4276700,-0.014420459
9/19/2001,19.2189,19.4242,18.2855,18.7092,6112300,-0.027243281
9/20/2001,18.206,18.4046,17.7095,17.8088,6064500,-0.02230358
9/21/2001,17.213,18.537,17.213,17.6632,6424100,0.02548802
9/24/2001,17.6698,19.9604,17.6698,19.9604,6164500,0.114757219
9/25/2001,20.0266,21.1653,19.8942,20.6556,6688500,0.03045179
9/26/2001,20.3245,20.9535,20.159,20.8608,6316100,0.025708506
9/27/2001,20.7549,20.8873,20.4768,20.7615,4097100,0.000317896
9/28/2001,20.7218,21.3507,20.6291,21.0197,4335500,0.014172419
10/1/2001,21.1521,21.1521,20.5298,20.7946,3871100,-0.017191963
10/2/2001,20.6556,21.4235,20.5894,21.2117,3609800,0.026216663
10/3/2001,21.2514,23.1713,20.9071,22.7741,4177100,0.06686104
10/4/2001,22.6748,22.8403,21.6221,21.8472,4512500,-0.037881285
10/5/2001,21.8472,21.8472,21.1786,21.7214,3026200,-0.005791524
10/8/2001,21.7281,21.7281,20.5232,20.8211,4381400,-0.043561579
10/9/2001,20.8873,20.8873,20.2914,20.5563,4687800,-0.01610212
10/10/2001,20.7218,21.5096,20.3907,21.3904,3086700,0.031257012
10/11/2001,21.8141,22.1782,21.5427,21.8803,4974300,0.003025553
10/12/2001,21.8803,21.8803,20.5232,20.9667,4115300,-0.043573858
10/15/2001,20.5232,20.6158,20.2252,20.6026,4890100,0.003853883
10/16/2001,20.8542,21.3507,20.7218,21.0528,3711500,0.009433425
10/17/2001,21.5824,21.8472,20.5232,20.5232,4390500,-0.051609885
10/18/2001,20.5563,21.0064,20.3709,20.5695,2311900,0.000641727
10/19/2001,20.3312,21.1124,20.1988,20.8542,2716300,0.025078881
10/22/2001,20.9866,21.1852,20.4702,20.9204,2516100,-0.003164375
10/23/2001,21.0859,21.311,20.6887,20.6887,2435400,-0.019198886
10/24/2001,20.6887,20.9866,20.2451,20.3047,2259700,-0.018911878
10/25/2001,20.2252,20.7284,19.8942,20.5894,3765000,0.017688714
10/26/2001,20.1921,20.9336,20.1524,20.8211,3102800,0.030209739
10/29/2001,20.8873,20.98,19.9538,19.9935,3327500,-0.044704529
10/30/2001,19.6956,19.7022,19.0667,19.2653,7428900,-0.022335494
10/31/2001,20.3576,20.9138,19.8677,20.6225,6724800,0.012845193
11/1/2001,20.7549,21.6486,20.2252,21.311,5594400,0.026094505
11/2/2001,21.6155,22.4298,21.5162,22.304,4923100,0.030868902
11/5/2001,22.5755,23.1382,22.4497,22.8403,4110400,0.011593543
11/6/2001,22.7079,23.5354,22.6417,23.3832,3028500,0.028879709
11/7/2001,23.2044,23.3037,22.41,22.5821,3605800,-0.027557225
11/8/2001,22.6748,23.1051,22.6417,22.741,4342000,0.002911042
11/9/2001,22.741,23.072,22.4762,22.8204,2277500,0.003479343
11/12/2001,22.9528,23.1779,22.165,23.1713,2282500,0.009429769
11/13/2001,23.2375,24.0915,23.0323,23.979,3270300,0.030922891
11/14/2001,24.4954,25.025,24.0982,24.7867,3915600,0.01175227
11/15/2001,24.7933,25.2898,24.363,25.0846,4269300,0.011612703
11/16/2001,25.1888,25.1888,23.7566,24.1412,5505000,-0.043394695
11/19/2001,24.1942,25.328,24.1478,25.0562,4311600,0.034402663
11/20/2001,24.8639,24.8705,24.0351,24.2009,4223500,-0.027395675
11/21/2001,24.1014,24.486,24.0152,24.3732,2265300,0.011151593
11/23/2001,24.665,25.149,24.539,25.0031,1156600,0.013522323
11/26/2001,25.1954,25.3612,24.6517,25.275,2581700,0.003149357
11/27/2001,25.1954,25.4938,24.6517,25.1822,3591700,-0.00052418
11/28/2001,25.1822,25.6529,24.7313,25.2949,3562300,0.004455444
11/29/2001,25.3612,25.3943,24.5987,24.8042,2807900,-0.022455874
11/30/2001,24.665,25.149,24.665,24.8904,3071800,0.0090557
12/3/2001,24.5655,25.1623,24.3335,24.6385,2251300,0.002962843
12/4/2001,24.6385,24.9302,24.4661,24.7711,3158700,0.005353012
12/5/2001,24.8639,26.4287,24.8307,26.2695,5736300,0.053506919
12/6/2001,26.19,26.1966,25.454,25.6397,6977600,-0.02146281
12/7/2001,25.328,25.8253,25.1291,25.1954,3046000,-0.005262865
12/10/2001,25.2949,25.2949,24.3136,24.3335,4896200,-0.039509318
12/11/2001,24.4992,24.5257,23.5975,23.8561,6062500,-0.026957466
12/12/2001,24.2009,24.6584,23.876,24.0152,3455800,-0.007732603
12/13/2001,23.9356,24.36,23.2859,23.876,3358600,-0.002496231
12/14/2001,24.0019,24.5191,23.6041,24.3666,3187800,0.014967209
12/17/2001,24.1346,25.0297,24.0086,24.8506,3152600,0.028812182
12/18/2001,25.6264,25.6927,24.4793,24.7048,4442700,-0.037304491
12/19/2001,24.234,25.1291,24.1346,25.1026,3438100,0.034601993
12/20/2001,25.1954,25.454,24.7048,24.7313,4720000,-0.018765694
12/21/2001,25.0297,25.3744,24.8705,25.3347,3837300,0.012038824
12/24/2001,25.202,25.4142,25.202,25.2219,897500,0.000788997
12/26/2001,25.4938,25.8585,25.328,25.5004,3392000,0.000258819
12/27/2001,25.8585,26.369,25.8585,26.2894,3962700,0.016390637
12/28/2001,26.3226,27.6487,26.3226,27.3503,5484000,0.037575456
12/31/2001,27.4497,27.6752,26.7867,27.2177,5005300,-0.008523865
1/2/2002,27.2177,27.4497,26.9259,27.1845,5074200,-0.001221284
1/3/2002,27.0188,27.3171,26.5878,27.284,5174000,0.009719982
1/4/2002,27.284,27.9802,27.284,27.8078,3840300,0.018836442
1/7/2002,27.8144,28.1791,27.642,27.8144,3298800,0
1/8/2002,27.8144,28.1459,27.3503,27.589,3648700,-0.008169923
1/9/2002,27.589,27.8343,26.7204,26.7734,3161400,-0.030463072
1/10/2002,26.5215,27.3569,26.5215,27.0851,4181500,0.020808489
1/11/2002,27.1845,27.1845,26.3557,26.7204,2938200,-0.017368752
1/14/2002,26.5215,26.853,26.1635,26.1635,2595400,-0.013683185
1/15/2002,26.1701,26.6077,25.9248,26.5281,3968800,0.013495124
1/16/2002,26.5215,26.5215,26.1303,26.2961,3566300,-0.008571613
1/17/2002,26.422,26.8928,26.3557,26.8596,2699100,0.016292126
1/18/2002,26.5546,27.0851,26.5546,26.9591,2202000,0.01500421
1/22/2002,27.8144,28.1791,27.6221,27.7282,4687300,-0.003108748
1/23/2002,27.7348,28.3714,27.7348,28.2852,4087300,0.01945894
1/24/2002,28.4443,28.6963,28.3117,28.4443,4235400,0
1/25/2002,28.1128,28.3515,27.821,28.0067,4984600,-0.003788379
1/28/2002,28.0465,28.6764,28.0465,28.5769,2932100,0.018560446
1/29/2002,28.8885,29.1736,27.5823,27.7481,4543700,-0.041098309
1/30/2002,27.8144,29.1405,27.4166,29.0145,4571900,0.041362078
1/31/2002,29.2068,29.4654,28.4244,29.4455,4329600,0.008106502
2/1/2002,29.1073,29.3394,28.5902,28.7427,2742900,-0.01268496
2/4/2002,28.7427,29.2333,28.2189,28.4775,2138200,-0.009312615
2/5/2002,28.6432,28.809,28.0465,28.1791,4083100,-0.016469653
2/6/2002,28.5106,28.5769,27.8807,28.1791,3834000,-0.011764038
2/7/2002,28.6366,29.0211,27.8476,27.8476,6182700,-0.028332783
2/8/2002,28.2122,28.3117,27.715,28.1658,4332600,-0.001647388
2/11/2002,28.4775,29.2731,28.3117,29.1405,3466500,0.02275184
2/12/2002,28.8488,29.3726,28.8488,29.1604,3063900,0.010685724
2/13/2002,29.4322,29.8367,29.2399,29.8367,3838300,0.013557129
2/14/2002,29.8367,29.9693,29.6378,29.8367,3187600,0
2/15/2002,29.8371,29.8437,29.359,29.5449,2447400,-0.009890032
2/19/2002,29.2462,29.8105,28.881,28.954,3571400,-0.01009187
2/20/2002,29.4122,30.0031,29.3126,29.8769,3725600,0.015553823
2/21/2002,30.0097,30.3417,29.2926,29.5449,4272000,-0.015731988
2/22/2002,29.7109,29.7109,28.6885,29.4719,4110200,-0.008109419
2/25/2002,29.7109,29.8769,29.3126,29.7109,3269100,0
2/26/2002,30.3085,30.5076,29.7441,30.3549,5304600,0.001528584
2/27/2002,30.5408,30.6404,28.8279,29.1466,5117400,-0.047834053
2/28/2002,29.2794,29.3126,26.7166,27.8187,15871900,-0.052507845
3/1/2002,28.3831,28.6486,27.9515,28.6486,5549000,0.009267469
3/4/2002,28.715,29.0802,28.4163,28.8146,4741600,0.003456581
3/5/2002,28.2835,28.5358,27.0552,27.5531,8247000,-0.026508814
3/6/2002,27.4602,28.1374,27.4602,28.0312,3957600,0.020370159
3/7/2002,28.881,28.881,28.0312,28.8744,5833500,-0.000228576
3/8/2002,29.4454,29.4785,28.8611,29.379,3532200,-0.002260118
3/11/2002,29.3458,29.7109,28.808,29.6047,2990800,0.008745233
3/12/2002,29.5449,29.6445,29.1864,29.5317,1886100,-0.000446977
3/13/2002,29.213,29.213,28.8412,29.0404,2694000,-0.005943444
3/14/2002,29.0404,29.379,28.8744,29.0669,2012200,0.00091169
3/15/2002,29.4785,29.9433,29.286,29.8769,4983000,0.013334717
3/18/2002,29.9101,29.9765,29.4122,29.8371,3414400,-0.002446618
3/19/2002,29.9765,30.0097,29.4454,29.4454,3084200,-0.018036773
3/20/2002,29.4454,29.9964,29.2395,29.8703,3509400,0.014224832
3/21/2002,29.8703,29.8835,29.1134,29.3126,2604100,-0.019025948
3/22/2002,28.881,29.1134,28.7814,28.9806,2201300,0.003436782
3/25/2002,29.213,29.3657,28.7615,28.8146,3317300,-0.013826324
3/26/2002,28.3831,28.8744,28.1241,28.4163,3778500,0.001168344
3/27/2002,28.4827,28.6486,28.071,28.4959,4155400,0.000463225
3/28/2002,28.4959,28.8279,28.3366,28.6287,4154700,0.004638702
4/1/2002,28.0511,28.4694,27.8851,28.4495,4472600,0.014003761
4/2/2002,28.3167,28.3366,27.7523,27.7523,4866400,-0.020337053
4/3/2002,27.4868,27.9316,27.3407,27.5199,3259000,0.001202766
4/4/2002,27.2544,27.9913,27.1017,27.905,2271700,0.023314818
4/5/2002,28.0843,28.2702,27.7922,28.1241,3233200,0.001415156
4/8/2002,27.7855,29.1134,27.7855,28.9872,3722300,0.041456229
4/9/2002,29.0802,29.6644,28.9009,29.2462,2770700,0.005675951
4/10/2002,29.4785,29.7441,29.1532,29.7109,3410300,0.007822045
4/11/2002,30.4744,30.5408,29.5449,29.6578,6275300,-0.027534072
4/12/2002,30.0761,30.0761,29.6113,29.8703,2464700,-0.006889787
4/15/2002,29.8703,29.93,29.2794,29.4055,2115300,-0.015806567
4/16/2002,29.5781,29.8769,29.3325,29.8769,2164200,0.010001038
4/17/2002,29.8769,29.8769,29.1931,29.4719,2420000,-0.013741903
4/18/2002,29.3126,29.6976,28.6486,29.618,3531000,0.010311297
4/19/2002,29.6246,29.8238,29.3922,29.6113,2024800,-0.000449153
4/22/2002,29.5781,29.784,28.7814,29.0337,2505700,-0.018750624
4/23/2002,29.379,29.5516,28.9474,29.1731,2851700,-0.007057872
4/24/2002,29.213,29.4454,28.4362,28.7084,3078300,-0.017576737
4/25/2002,28.4827,29.1134,28.2503,29.047,2922400,0.019427135
4/26/2002,29.1798,29.5449,28.808,28.9142,4212600,-0.009185798
4/29/2002,28.9806,29.4918,28.881,29.0868,2940800,0.003651141
4/30/2002,29.3458,29.359,28.881,28.9806,4163000,-0.012601533
5/1/2002,29.3458,29.379,28.5291,29.3325,3506200,-0.000453422
5/2/2002,29.4785,29.6844,29.1466,29.2926,2358900,-0.006346313
5/3/2002,29.3325,29.5051,28.9872,29.2196,2913100,-0.003863845
5/6/2002,29.4122,30.2089,29.1798,29.213,2987500,-0.006818882
5/7/2002,29.3989,30.0628,29.3458,29.8371,2900500,0.014686414
5/8/2002,30.3085,30.3549,29.0138,29.4254,5474300,-0.030011487
5/9/2002,28.549,28.5557,27.2876,27.905,8706600,-0.023078301
5/10/2002,27.905,27.9183,27.2079,27.3274,5087400,-0.021136295
5/13/2002,27.5863,27.8187,27.2145,27.6063,2884900,0.000724472
5/14/2002,28.4827,28.6818,27.8918,28.403,5367900,-0.002806042
5/15/2002,28.4163,28.7482,28.1241,28.1507,3143200,-0.009434934
5/16/2002,28.1963,29.1803,28.163,28.8345,3917900,0.022133208
5/17/2002,29.2135,29.3398,28.6018,28.6883,2641200,-0.018307115
5/20/2002,28.8877,29.167,28.3891,28.3891,2070100,-0.017563079
5/21/2002,28.8877,28.8877,27.3253,27.6179,4420400,-0.045977428
5/22/2002,27.6245,27.824,27.2987,27.7907,2392400,0.005980418
5/23/2002,27.9237,28.0101,27.4583,27.8572,2315800,-0.002387175
5/24/2002,27.9569,28.0633,27.5314,27.558,1471000,-0.014474926
5/28/2002,27.7575,27.7575,26.2616,26.9131,3578300,-0.031375055
5/29/2002,26.6073,26.8333,26.461,26.594,3646400,-0.000500113
5/30/2002,26.594,26.9264,26.1419,26.9264,3912300,0.012344762
5/31/2002,27.1924,27.917,26.8134,27.558,4230300,0.013266565
6/3/2002,27.4251,27.8971,26.594,26.8333,2335100,-0.022054686
6/4/2002,26.8333,26.84,25.7363,26.2616,4886000,-0.021769428
6/5/2002,26.727,26.9131,26.3281,26.594,4854600,-0.005001128
6/6/2002,25.9291,26.0289,24.9784,25.5302,6918700,-0.015624633
6/7/2002,24.9651,25.6499,24.9651,25.4172,4357600,0.017787168
6/10/2002,25.8294,26.2616,25.7031,25.7829,4233800,-0.001803521
6/11/2002,26.2084,26.6937,25.8892,25.9757,5542900,-0.008958373
6/12/2002,26.1884,26.7735,26.0156,26.7336,4134600,0.020393812
6/13/2002,26.2616,26.3945,25.7629,25.8494,3632400,-0.015946212
6/14/2002,25.364,25.6433,24.626,25.1513,4325100,-0.008456819
6/17/2002,25.1513,26.2416,25.1513,26.1685,3391400,0.038871162
6/18/2002,26.1685,26.1884,25.9491,26.0621,3031200,-0.004082557
6/19/2002,25.9291,26.5541,25.8627,25.8627,3795300,-0.002567404
6/20/2002,25.5967,26.0954,25.1646,25.1646,2699700,-0.017170946
6/21/2002,24.6327,24.9917,24.3468,24.4665,5344900,-0.006792962
6/24/2002,24.3335,24.7191,23.2631,24.154,5355800,-0.007431481
6/25/2002,24.7989,25.6898,24.267,24.4665,5693000,-0.013585924
6/26/2002,23.6022,24.8188,23.6022,24.626,4704500,0.041573946
6/27/2002,25.1646,25.4571,24.4997,25.2377,3656800,0.00289646
6/28/2002,24.9651,25.5967,24.4332,25.3308,6393900,0.01443697
7/1/2002,25.1978,25.497,24.3401,24.4332,3841500,-0.031293486
7/2/2002,24.4332,24.7258,23.7684,23.775,2983300,-0.027684543
7/3/2002,23.9346,24.6859,23.6022,24.6327,2865000,0.028340377
7/5/2002,25.005,25.9291,24.9385,25.9291,1696000,0.035639494
7/8/2002,25.8627,26.0954,25.3108,25.5568,2444900,-0.011969417
7/9/2002,25.8627,26.2549,25.1114,25.2643,3427100,-0.023685596
7/10/2002,25.5967,25.7962,24.2005,24.4864,3651100,-0.045343538
7/11/2002,24.4931,25.1247,23.6088,24.533,5178600,0.001626381
7/12/2002,24.5994,25.1646,23.8083,24.0343,3681700,-0.02351223
7/15/2002,24.0343,24.2338,22.339,24.2271,4258000,0.00795803
7/16/2002,23.9346,23.9412,22.7711,23.0171,3836500,-0.039861668
7/17/2002,23.436,23.8615,21.5278,22.2725,5945600,-0.052239309
7/18/2002,22.4387,23.0636,21.94,21.9467,3353400,-0.022417949
7/19/2002,21.4481,22.6049,21.0491,21.222,3648300,-0.010654038
7/22/2002,20.9428,21.8071,20.2048,20.6436,4570200,-0.014493596
7/23/2002,20.6968,21.5677,19.9455,20.2513,5472700,-0.021998588
7/24/2002,19.9455,22.2193,19.6197,21.9932,5958000,0.093106051
7/25/2002,21.9932,21.9999,20.5572,21.847,4955100,-0.006691994
7/26/2002,21.847,22.2525,21.2752,21.94,3075800,0.004238833
7/29/2002,22.5384,23.4891,22.073,23.4625,4710000,0.039386255
7/30/2002,23.3362,23.7351,22.7179,22.8708,4896900,-0.020349091
7/31/2002,22.6049,22.6115,21.4946,22.1727,6197900,-0.019492439
8/1/2002,21.7007,21.94,20.6037,20.8763,7949100,-0.039489756
8/2/2002,20.9428,21.1356,20.0053,20.6103,6049400,-0.01613271
8/5/2002,20.6901,21.2951,20.5439,20.9428,4751100,0.012066199
8/6/2002,21.2752,22.1328,21.109,21.7738,4912400,0.022899081
8/7/2002,21.94,22.0664,21.1622,21.5145,6206300,-0.019777359
8/8/2002,21.7073,21.7073,20.4308,21.4414,8512000,-0.012401242
8/9/2002,21.1755,21.94,21.0558,21.7206,5186600,0.025095992
8/12/2002,21.2752,21.355,20.8763,21.2353,3702700,-0.001878947
8/13/2002,20.6103,21.601,20.5638,20.5837,6722800,-0.001292285
8/14/2002,20.8763,21.4613,20.2646,21.3882,6854600,0.023933758
8/15/2002,22.6049,23.3362,21.8869,23.3362,9264000,0.031337579
8/16/2002,23.3157,24.1748,22.976,23.6687,7148000,0.014914212
8/19/2002,23.5221,24.5677,23.309,24.5078,6619000,0.040219848
8/20/2002,24.5744,24.6743,23.9217,24.601,6189700,0.001081257
8/21/2002,24.9407,25.0406,24.0616,24.7275,4865400,-0.00862198
8/22/2002,24.8075,24.9074,24.0349,24.8075,3126000,0
8/23/2002,24.4412,24.5278,23.7153,23.9084,5246500,-0.022285055
8/26/2002,23.7419,23.9084,23.0893,23.8351,4416500,0.0039102
8/27/2002,23.309,23.3157,22.5565,23.309,6540100,0
8/28/2002,23.2424,23.2491,22.5631,22.7097,4720400,-0.023456937
8/29/2002,22.3101,22.7629,22.1502,22.5765,2985700,0.01179988
8/30/2002,22.3434,23.0093,22.2302,22.7762,2624400,0.019002292
9/3/2002,22.3101,22.6431,22.017,22.1236,3788600,-0.008429912
9/4/2002,22.1103,23.056,21.9771,22.8562,3270100,0.032634471
9/5/2002,22.2435,22.2768,21.4443,22.0437,5014000,-0.009063814
9/6/2002,22.5765,23.1625,22.4433,22.9094,4411300,0.014531153
