Date,Open,High,Low,Close,Volume,Market Cap
Oct-30-2022,18.4025,18.4039,17.5575,17.679,4932702.630434782,314717867.80758893
Oct-29-2022,17.8829,18.6549,17.843,18.3937,5972768.286516854,320670933.76922876
Oct-28-2022,17.3991,18.4979,17.3962,17.8829,6990480.743902439,313134202.4468256
Oct-27-2022,17.8905,17.9073,17.3991,17.3991,9985774.226190476,309111756.4262391
Oct-26-2022,17.8008,17.9073,17.7176,17.8861,21681822.379310343,311595232.4099146
Oct-25-2022,17.6163,17.861,17.4579,17.7858,22194974.163265307,308841310.0988306
Oct-24-2022,19.1247,19.3538,17.6225,17.6233,32962517.825,316247561.3422184
Oct-23-2022,18.2342,22.180751244821405,18.0280595956683,19.1183,77299616.10035843,336831245.16636217
Oct-22-2022,16.6599,41.6918,16.4842,18.1699,38818479.24905661,335680267.00455093
Oct-21-2022,16.8708,16.8708,16.0457,16.6599,4710462.197211156,289007568.4136709
Oct-20-2022,17.1952,17.2467,16.8282,16.8684,4506564.935146444,298403425.9774034
Oct-19-2022,17.8611,17.8996,17.1915,17.1952,4670965.841743119,305996903.44338524
Oct-18-2022,18.349,18.3711,17.6987,17.8802,4188797.340551181,316515857.5329573
Oct-17-2022,17.8783,18.349,17.7421,18.349,3853648.8760869564,315931229.15375495
Oct-16-2022,18.0597,18.2609,17.6334,17.8783,3477181.1709302324,316621165.4183469
Oct-15-2022,18.064,18.2401,17.9403,18.0499,3689552.716008772,317613625.04140615
Oct-14-2022,18.28387323314419,19.2278,18.0343,18.064,6987423.74497992,324026513.1236891
Oct-13-2022,19.5061,20.609773851925247,16.3787,18.3375,9304699.09375,323653954.79699737
Oct-12-2022,19.6447,19.8198,19.4187,19.5002,3299554.4814356435,343074890.3219614
Oct-11-2022,20.2981,20.344,19.4976,19.6685,3670403.876459144,345717660.19217974
Oct-10-2022,21.3848,21.3848,20.2624,20.2624,6510165.872246696,361968540.9356154
Oct-09-2022,20.4525,22.36535915260863,20.4525,21.3848,8334697.711864407,373595174.0191651
Oct-08-2022,20.488844240204497,20.6871,20.3596,20.4747,3516848.7567873304,358704800.53457016
Oct-07-2022,20.5417,20.6124,20.276835225156432,20.4366,3570077.1689814813,358589692.56256634
Oct-06-2022,20.6514,21.0575,20.52188091086623,20.5304,4040091.053482587,363364795.67167866
Oct-05-2022,20.9068,20.9068,20.3244,20.6514,3575315.372,360679871.2823869
Oct-04-2022,20.4463,20.9617,20.2929,20.8794,3004619.0151821864,362022079.183775
Oct-03-2022,20.2437,20.5875,20.0314,20.4463,1498494.3386929461,356175047.5872849
Oct-02-2022,20.6227,20.8603,20.0957,20.2234,1866793.6082089553,358232389.1686719
Oct-01-2022,20.76814646308416,20.8662,20.5955,20.6227,1716100.792400881,362960270.02115494
Sep-30-2022,20.8037,21.325,20.6791,20.784826254082063,1891572.3542600896,364688264.6428942
Sep-29-2022,20.9416,20.9926,20.4853,20.8037,2115128.589978448,363279129.5963861
Sep-28-2022,21.1026,21.1432,20.476415284449583,21.0044,2539040.6867088606,364152746.00108105
Sep-27-2022,21.2209,22.1656,20.9966,21.1026,3794605.2212765957,377078604.92554885
