Date,Open,High,Low,Close,Volume,Market Cap
Oct-30-2022,27.6962,28.1237,27.3037,27.5266,1672163.1183333334,397706894.3651655
Oct-29-2022,28.7262,28.7875,27.6681,27.678,2273307.3673580787,409789357.0582714
Oct-28-2022,27.3065,28.8194,27.2766,28.7512,1339402.0441810344,401967277.0723071
Oct-27-2022,27.2851,28.1177,27.2851,27.3065,1270207.4100215517,397813261.18269616
Oct-26-2022,27.1389,27.9173,27.1275,27.2721,1357824.7719594594,395298681.45532197
Oct-25-2022,26.2039,27.5556,26.1513,27.1119,1023140.1163504465,383576979.2138241
Oct-24-2022,26.5825,27.1522,26.247,26.2661,2158699.769047619,383020557.7526173
Oct-23-2022,26.1861,27.3478,25.7037,26.589,2889098.294823232,376801705.7880817
Oct-22-2022,26.6844,27.9909,25.709,26.1801,3500950.936688312,377368125.38467324
Oct-21-2022,25.4318,26.9929,25.0639,26.7494,1080751.9578431372,368905596.2948858
Oct-20-2022,25.6595,26.35349698801003,25.3899,25.4318,1097829.105964467,369262778.1309282
Oct-19-2022,26.079,26.1095,25.5475,25.6877,1670834.7891260162,371563602.6350631
Oct-18-2022,27.0206,27.2831,25.9149,26.0844,4980025.78539823,383927642.69640654
Oct-17-2022,26.235674473566487,28.6524,25.7727,26.9968,6046494.808760684,386907575.9815955
Oct-16-2022,25.3521,28.0019,25.3521,26.235674473566487,3232670.9612676054,371442567.4800098
Oct-15-2022,24.6522,26.7439,24.552,25.3896,2287035.9667056073,364264821.0459617
Oct-14-2022,25.1623,25.6392,24.4763,24.6642,1732263.527453271,361657699.8373108
Oct-13-2022,24.832,25.2676,23.762,25.17873725137153,1685297.4207048458,355195139.93726116
Oct-12-2022,24.6147,25.136,24.521,24.8019,1504944.8105726873,356711340.70053935
Oct-11-2022,25.2519,25.263,24.729,24.729,1789869.3835616438,359979390.09089863
Oct-10-2022,26.2693,26.4306,25.2935,25.2935,1608105.7276376146,371440447.32444793
Oct-09-2022,25.7587,26.3259,25.5723,26.3259,1296159.6838942308,372122415.754665
Oct-08-2022,25.9677,26.1578,25.6949,25.8106,1409024.3307860263,373650007.2384463
Oct-07-2022,26.4023,26.4552,25.6549,25.9641,1543856.0367647058,375491929.4807829
Oct-06-2022,26.3559,26.8116,26.3437,26.4123,2337853.2330786027,381729532.10120267
Oct-05-2022,26.5317,26.9993,26.1662,26.3559,2455212.113683128,382012457.16898936
Oct-04-2022,26.0637,26.7577,25.7584,26.5173,1923983.560911017,378254937.3882362
Oct-03-2022,25.7803,26.1436,25.5464,26.1311,2443164.637222222,372354187.41812104
Oct-02-2022,25.6189,26.6107,25.5005,25.7803,3074067.915625,371727807.57032293
Oct-01-2022,25.11896975699053,26.6358,25.098415912576748,25.6189,2905955.9153061225,369087805.90404326
Sep-30-2022,25.6996,26.2589,25.0673,25.11896975699053,4456919.123940678,367479971.2767148
Sep-29-2022,24.9012,27.0247,24.8442,25.6747,7223632.427038627,367457413.8501224
Sep-28-2022,24.6875,26.9901,24.0357,24.9044,2430219.9780042917,356495427.3788194
Sep-27-2022,24.6742,26.0448,24.442,24.7544,1715545.666125541,361626364.17545754
Sep-26-2022,24.5297,24.9181,24.0126,24.652,1304785.6459227467,352012070.8591954
Sep-25-2022,24.3779,25.1178,24.307,24.5297,1460202.0617021276,356095012.24154776
Sep-24-2022,25.1099,25.1099,24.3052,24.3958,2422106.109375,355943415.2174503
Sep-23-2022,26.3844998555534,26.6395,24.5616,25.1099,10170514.184917355,362809241.92742246
Sep-22-2022,23.7417,31.6569,23.6822,26.289,10408480.795731707,369108356.4272283
Sep-21-2022,24.004,25.1659,23.3778,23.694,1856117.0054112554,345162334.9384009
Sep-20-2022,24.7397,25.2324,24.0186,24.0186,1838280.5976239669,353191091.04418576
Sep-19-2022,24.6385,25.3176,24.3141,24.7397,2446942.069137168,354444148.83996665
Sep-18-2022,26.7795,26.7795,24.3514,24.6385,2552616.4939271254,369513719.33487165
Sep-17-2022,25.7103,27.0783,25.6154,26.7795,2124782.580487805,375993127.8474028
Sep-16-2022,26.1858,26.1858,25.4027,25.7103,1995370.15758547,370515289.4317659
Sep-15-2022,27.888426201380238,27.888426201380238,26.2386,26.2386,2128862.0453056768,387975125.44416267
Sep-14-2022,27.8873,28.54,27.3536,27.888426201380238,2304823.6079009436,400805251.5094888
Sep-13-2022,29.0234,29.6369,27.6262,27.8873,2697237.5201793723,409132875.5325814
Sep-12-2022,30.007,30.2509,28.7083,28.9992,2132078.9550209204,423887195.7162347
Sep-11-2022,30.0682,30.2835,29.6746,30.0026,1681875.9340128754,430725621.9370872
Sep-10-2022,30.0264,30.5053,29.8402,30.0682,2192739.2207943927,431731318.6410274
Sep-09-2022,28.6492,30.6319,28.6486,29.9796,4507316.611842105,428093152.9897955
Sep-08-2022,28.875,29.221056954350374,28.0983,28.6499,2205207.558370044,409088567.2151622
Sep-07-2022,28.0627,28.9462,27.392,28.875,2043325.8791666667,401246637.4692205
Sep-06-2022,29.3476,29.902,27.8214,28.0872,2075934.8343495934,416458242.0034625
Sep-05-2022,30.542,30.597874174545936,29.0832,29.3476,1902177.816588785,423049318.24012357
Sep-04-2022,30.5,30.7899,29.9984,30.542,1747250.7170454545,434735925.470485
Sep-03-2022,30.2738,30.8236,29.6803,30.4831,5033171.366812227,433842880.88965863
Sep-02-2022,29.574,32.8922,29.574,30.2738,13457192.763052208,440367187.87952197
Sep-01-2022,28.2656,33.2329,27.6748,29.6355,3940487.345679012,409970143.875976
Aug-31-2022,28.1539,29.0101,28.1539,28.2656,1520879.7786796538,410634722.43016315
Aug-30-2022,28.7267,29.3284,27.6742,28.1539,2065689.1391806724,410002254.5422485
Aug-29-2022,27.5145,29.1012,27.3803,28.7052,2529852.2821576763,404149347.5575991
Aug-28-2022,27.9282,29.3945,27.5819,27.5819,2524087.7984234234,400921971.36835355
Aug-27-2022,28.9895,29.28594881603879,27.3474,28.0029,4204232.924892704,405890911.0031583
Aug-26-2022,33.5457,35.2081,28.7403,28.9519,19418091.07604563,453041857.1267291
