Date,Open,High,Low,Close,Volume,Market Cap
Oct-30-2022,0.6263801357142386,0.6328570400817946,0.6036406132057807,0.6130445773775346,63286899.983050846,361576867.5722953
Oct-29-2022,0.6153380994060946,0.6358607939102733,0.6128501945492607,0.625021178941976,65346664.371308014,363358606.20503753
Oct-28-2022,0.5949432496726318,0.6202850213395884,0.5880836523293165,0.6153380994060946,61017991.134199135,353856753.7947331
Oct-27-2022,0.609856235307642,0.6206372252024966,0.5940797120449945,0.5975106565702734,74625695.35371178,354706773.64645123
Oct-26-2022,0.583261147192952,0.6171630578703768,0.5824639359547127,0.6111151199640299,70048735.87096775,350691150.4868023
Oct-25-2022,0.566542126236778,0.5903161043452847,0.566542126236778,0.5837151847014368,49282565.45748988,336523337.5679238
Oct-24-2022,0.5794656345182382,0.581398684357159,0.5614936592995148,0.566542126236778,48372186.502202645,332779987.94415957
Oct-23-2022,0.571126267040002,0.5795722750111777,0.5597431672290375,0.579067786472304,33143671.175438598,333110047.6336646
Oct-22-2022,0.5680865916769492,0.5712034911113634,0.558159324180653,0.571126267040002,49862945.775,330943585.3621079
Oct-21-2022,0.5628864244913006,0.5694769033124284,0.5473905042205292,0.5682685116256727,69022479.66666667,327146057.6451871
Oct-20-2022,0.5661805856097416,0.5771719979477655,0.5563683070697363,0.5626192512131568,80836908.24561404,330611261.565101
Oct-19-2022,0.5710104745979514,0.5813841977979952,0.5578332735920002,0.5649988878700622,51020351.953125,331594259.2636428
Oct-18-2022,0.5751102733617567,0.5816054317105273,0.5616787203267836,0.5722534351181793,47033864.14876033,333687271.40291053
Oct-17-2022,0.569180892095689,0.5777056703942689,0.5635229688108908,0.576547682081198,37757222.56666667,333591964.64794135
Oct-16-2022,0.5618466131527249,0.5714726385966024,0.5598392141951927,0.5682579010281514,35644276.796460174,330533926.9062636
Oct-15-2022,0.5601292624794681,0.5679857675247049,0.557353288382783,0.5618466131527249,48822567.275590554,329213925.42908394
Oct-14-2022,0.5630406040374631,0.5774847545103013,0.5534572851089662,0.5601292624794681,76937642.81666666,331577440.5251872
Oct-13-2022,0.5699139979841976,0.570228998976932,0.5414580078335351,0.5630406040374631,66316330.35193133,325939585.726977
Oct-12-2022,0.5623627413677048,0.5733926080426914,0.5616303275122183,0.5699139979841976,41153249.398373984,332100978.9834748
Oct-11-2022,0.5755503767739153,0.5755503767739153,0.5585059219178106,0.5623627413677048,63933686.20242915,330593912.0871518
Oct-10-2022,0.6071500973631112,0.6185287400586705,0.5758179446907553,0.5758179446907553,60805917.67364017,349136122.866246
Oct-09-2022,0.5996504417176242,0.6103826015287175,0.596815921676507,0.606297662912623,77274993.0464135,352292120.62780356
Oct-08-2022,0.6137724472193822,0.6223747490486481,0.5929447375505986,0.5994062443842417,288553820.18118465,351651908.8715585
Oct-07-2022,0.5740472071099522,0.6336982940160055,0.5736020028503462,0.6140252205419118,162017546.04115227,349920365.7752315
Oct-06-2022,0.5848362755717381,0.5930868723139436,0.5735198691627537,0.5745384013879743,43056196.915254235,341439023.67990315
Oct-05-2022,0.5848514762975355,0.5891688320426132,0.5682036547453647,0.5848362755717381,36779814.3,338722991.5354174
Oct-04-2022,0.5729896140016904,0.5882713374967848,0.5699127525541275,0.5865769108142328,37676528.78740157,338393892.3490592
Oct-03-2022,0.5544958170095516,0.5755519894882153,0.5501380776003141,0.5729896140016904,45989107.927927926,330812014.43401724
Oct-02-2022,0.5739436443788207,0.5780303572223475,0.5544958170095516,0.5544958170095516,29234308.173913043,332471234.2689681
Oct-01-2022,0.5770548491438342,0.580054547340843,0.572979068367211,0.5739742773029293,41704812.37446809,337318397.1732003
Sep-30-2022,0.5861426949880832,0.5908618697826493,0.5720429524619779,0.5770548491438342,58985309.53424658,340281849.6391058
Sep-29-2022,0.5853373273945514,0.5919296909248889,0.5765833813518526,0.5861426949880832,76169747.52066116,341079551.67361635
Sep-28-2022,0.6088082991192499,0.6120691432194154,0.5764577835153181,0.5853373273945514,87514204.06504065,343066988.9625531
Sep-27-2022,0.6251317161157945,0.6476798097415203,0.6029575440943935,0.6088082991192499,78392665.53846154,367333032.02544326
Sep-26-2022,0.6028429908031913,0.6347826890681606,0.6003979957322813,0.6238132780414529,75045784.3505976,360636820.1363789
Sep-25-2022,0.6075694577611925,0.6266378913448927,0.5941078640691622,0.6028429908031913,51350615.62790698,360295131.8259139
Sep-24-2022,0.6095125492093365,0.622894234056456,0.60511084267826,0.6085015829532655,63827819.93495935,357858619.3246641
Sep-23-2022,0.5936421251046136,0.6197020030307222,0.5856882707007866,0.6069956591421675,72349532.33976834,352491999.6902715
Sep-22-2022,0.5652580689640447,0.5981199712882171,0.5616516017820621,0.5949621393658299,79900808.99186991,339419358.6838704
Sep-21-2022,0.6023915294530201,0.6075415917301186,0.5559442918672965,0.5664112580173105,64171093.429718874,343647210.4923978
Sep-20-2022,0.5960279143106152,0.6210868549523091,0.5897556543557658,0.6023021796466604,69573763.89823009,350534388.4176848
Sep-19-2022,0.5722994430709029,0.6012273212383131,0.5614865069491136,0.5985261952940167,85736164.06177606,340394128.4494464
