timestamp,open,high,low,close,volume
2022-10-07,74.6100,83.5400,74.4900,81.8000,153370360
2022-09-30,70.0400,73.0200,68.6600,72.0200,147455316
2022-09-23,75.4600,78.6601,69.9400,70.4800,155758749
2022-09-16,81.7800,82.9700,77.3000,78.4400,141776079
2022-09-09,80.7100,80.9900,76.7800,80.6000,99071733
2022-09-02,82.8000,85.1800,77.4200,79.9600,140662086
2022-08-26,78.7800,84.5600,77.4800,82.8400,113795012
2022-08-19,75.6300,80.0061,74.9400,79.4600,106604352
2022-08-12,73.0000,78.5400,72.8900,78.4700,103074608
2022-08-05,77.0800,77.3900,70.6900,73.0800,124689517
2022-07-29,72.1300,78.6600,71.2700,78.4200,109742202
2022-07-22,70.4200,73.3500,69.6600,71.1500,113037396
2022-07-15,70.0600,70.8600,65.4800,68.5900,151185325
2022-07-08,71.0800,72.1400,66.4500,70.9500,148906321
2022-07-01,72.4200,76.9900,70.1300,72.5800,181740488
2022-06-24,74.6100,76.9600,69.4700,71.5900,180539018
2022-06-17,86.0200,86.8700,72.5950,73.4900,244924240
2022-06-10,89.9400,93.3100,87.6838,88.7100,126734271
2022-06-03,89.9900,90.4600,86.7300,89.5100,115817212
2022-05-27,82.7400,88.7700,82.2250,88.5300,119538899
2022-05-20,81.0700,84.5700,79.8600,81.7700,157295235
2022-05-13,81.1400,81.2100,75.1300,80.7800,234478865
2022-05-06,74.6900,82.9299,74.4600,82.9200,232024419
2022-04-29,73.8000,77.7600,71.0000,75.1500,227919801
2022-04-22,80.5100,81.5100,76.1650,76.2000,147205840
2022-04-14,78.6800,80.4800,76.9650,79.8500,108777864
2022-04-08,77.5600,79.7500,75.3400,79.5300,136138299
2022-04-01,77.1300,78.2100,74.1900,77.0600,153994975
2022-03-25,74.6600,78.8500,74.6200,78.7500,148163977
2022-03-18,75.2100,75.7400,70.4400,73.8800,231175140
2022-03-11,76.0100,80.2200,73.5000,76.8500,365472993
2022-03-04,68.3900,75.2700,68.0100,75.2300,252952465
2022-02-25,70.1100,70.1100,65.3610,68.8800,180684406
2022-02-18,69.9800,70.0599,66.6800,68.0500,195068197
2022-02-11,68.5700,70.5000,67.8000,70.4100,190198923
2022-02-04,65.4800,70.0000,64.4400,68.9000,181318034
2022-01-28,60.9700,67.0600,59.8400,65.6300,293976473
2022-01-21,65.2000,65.5300,61.7850,62.4500,172717394
2022-01-14,61.4800,64.6150,60.3506,64.5100,163936186
2022-01-07,55.5800,61.5000,55.5500,61.3400,190833214
2021-12-31,54.7200,56.6080,54.2600,55.5000,81596370
2021-12-23,52.2300,55.6600,51.6600,54.9000,99278831
2021-12-17,56.7300,56.9000,53.8800,54.3700,152961386
2021-12-10,55.9900,57.8700,55.3000,57.2400,135252912
2021-12-03,56.7900,57.3600,53.4000,55.1400,214814885
2021-11-26,54.5900,58.2400,54.1400,55.5800,133922533
2021-11-19,57.5000,58.5900,54.5500,54.6700,140169833
2021-11-12,58.7500,59.4000,57.1250,57.5500,117031944
2021-11-05,58.0400,58.6200,56.9700,58.2600,125624589
2021-10-29,58.6600,59.4100,57.1200,57.4700,127177896
2021-10-22,57.8900,58.5000,56.9401,57.9500,133634694
2021-10-15,57.4200,57.9100,55.3700,57.3300,153554671
2021-10-08,54.4150,56.7000,53.5000,56.5700,238408414
2021-10-01,52.0200,53.8900,51.9500,53.8400,228538931
2021-09-24,47.5500,51.1600,46.4700,50.9000,160736496
2021-09-17,48.4100,50.3000,48.2350,49.3200,164616573
2021-09-10,48.3900,48.9950,47.1350,47.7900,87161252
2021-09-03,49.5000,49.6900,47.5100,48.6200,124981021
2021-08-27,47.0000,49.6400,46.9000,49.3100,115786035
2021-08-20,48.7500,48.7900,45.1400,45.8900,158258805
2021-08-13,48.8500,50.2900,48.4800,49.4200,106110445
2021-08-06,49.4200,50.6200,48.4000,49.5100,134325734
2021-07-30,48.6400,50.5700,48.5500,49.3900,113296633
2021-07-23,47.0200,49.6500,46.3000,48.5200,187300723
2021-07-16,52.2500,53.1400,48.5850,48.6800,146031925
2021-07-09,54.5100,54.6100,50.9500,52.8500,114927972
2021-07-02,55.1000,55.2700,53.1400,54.6900,111185721
2021-06-25,52.2900,55.5500,52.2900,55.3400,126675401
2021-06-18,55.5800,56.5450,52.3500,52.3900,191255306
2021-06-11,55.7400,56.6500,54.6600,55.3800,124560508
2021-06-04,53.2400,55.9800,53.2100,55.7500,125942105
2021-05-28,52.5200,52.8000,51.4200,52.2100,106158948
2021-05-21,53.3000,54.8450,51.3100,52.1600,166435780
2021-05-14,54.3000,55.1400,51.1800,53.4900,200803570
2021-05-07,49.9600,53.7150,49.8000,53.6300,150592746
2021-04-30,47.3600,51.2899,47.3600,49.3900,134298041
2021-04-23,48.5000,48.8550,46.2500,47.5400,127180252
2021-04-16,48.6100,49.8350,47.3800,48.4000,128832358
2021-04-09,50.2100,50.2200,47.9500,48.1900,132329459
2021-04-01,50.0000,50.3300,48.8650,50.3100,106907651
2021-03-26,48.9000,50.5000,47.2600,50.4300,198703779
2021-03-19,53.4500,53.6000,48.8600,49.5300,185348315
2021-03-12,53.4700,54.3650,51.7475,53.5700,204250155
2021-03-05,49.4200,53.0700,49.0600,52.9500,223201899
2021-02-26,46.4900,50.8100,46.4100,48.1500,207809250
2021-02-19,45.7000,46.7650,45.2750,46.1800,130622657
2021-02-12,43.1800,44.7500,43.0850,44.6700,141260446
2021-02-05,39.8000,43.0000,38.9400,42.5600,147827746
2021-01-29,41.6100,42.6400,39.1750,39.3200,178503669
2021-01-22,43.2700,44.0900,41.0200,42.0700,108389936
2021-01-15,40.5200,45.0000,40.2900,42.7500,184132033
2021-01-08,38.3400,42.0000,37.5100,41.4200,181827483
2020-12-31,38.2600,38.7400,37.4500,37.9000,83421457
2020-12-24,37.4100,38.8500,37.0150,38.1200,103601001
2020-12-18,41.7500,41.7600,39.0900,39.4000,152854201
2020-12-11,40.1500,42.0800,39.1800,41.1200,173808126
2020-12-04,38.4800,40.6550,36.6850,40.6300,202010573
2020-11-27,36.3700,40.4163,36.3300,38.9100,145744696
2020-11-20,35.3200,36.9300,34.8100,35.8100,180632354
2020-11-13,32.4000,34.5700,28.9169,33.8800,297276905
2020-11-06,29.1100,30.2800,28.5700,28.9300,185403199
2020-10-30,29.8700,29.9100,26.9800,28.7200,167702637
2020-10-23,30.3000,30.8800,29.1900,30.3900,130652898
2020-10-16,30.6900,31.2300,29.7300,30.1900,108385920
2020-10-09,29.5700,31.6500,29.4950,30.7900,139807806
2020-10-02,30.7250,31.2300,28.2000,29.3100,131822410
2020-09-25,32.2600,32.5000,29.5400,30.1800,142355109
2020-09-18,32.7100,34.3800,32.4800,33.6100,129716787
2020-09-11,34.2100,34.3700,32.3500,32.6200,136597078
2020-09-04,36.4900,36.5400,34.4400,34.8700,134686289
2020-08-28,36.2500,37.2800,35.3600,36.4400,99781455
2020-08-21,38.2000,38.2197,35.6900,36.0300,79803783
2020-08-14,37.4600,39.5300,37.3700,38.1900,107395789
2020-08-07,36.0200,37.9000,35.7200,37.1800,112008484
2020-07-31,37.4600,37.7200,35.2950,36.0300,110831039
2020-07-24,36.5600,38.5500,36.0500,37.5100,116857534
2020-07-17,35.8700,37.7400,35.0100,36.6900,133899502
2020-07-10,38.0000,38.2700,34.2400,35.5400,119847289
2020-07-02,36.6000,38.5100,36.3200,37.3400,85716524
2020-06-26,38.8800,39.9400,36.3400,36.5100,124434299
2020-06-19,38.1200,41.9000,37.7000,39.5700,133662326
2020-06-12,46.4700,46.8800,38.7100,39.8200,222571831
2020-06-05,38.7000,45.2500,38.1800,44.8400,153866027
2020-05-29,39.7100,40.3600,37.9500,38.7600,135976445
2020-05-22,38.0500,39.6300,37.6900,38.4800,138143192
2020-05-15,38.5200,38.6300,34.3000,35.9900,143990917
2020-05-08,35.1900,38.9200,35.0200,38.7800,133430217
2020-05-01,34.3600,39.0800,33.5800,35.8500,159567044
2020-04-24,31.9500,35.5400,31.3900,34.6200,227658335
2020-04-17,35.0900,35.2200,30.6500,33.9500,184840019
2020-04-09,30.5000,36.4600,30.0900,33.9100,222663386
2020-04-03,27.9500,31.7600,27.0900,29.8300,237144034
2020-03-27,25.1300,31.0000,23.1500,28.3300,228331377
2020-03-20,27.9500,31.1200,22.8800,25.8600,248163030
2020-03-13,35.0700,36.8200,28.8000,32.1900,230882561
